Statement,True,False
"Under Obamas plan (for welfare), you wouldnt have to work and wouldnt have to train for a job. They just send you your welfare check. Says President Obama has waived the work requirement for welfare.",0.0,1.0
With recent growth it is very clear that private-sector jobs have been doing fine. Every survey shows strong satisfaction with private coverage.,0.5,0.5
"""McDonald's (makes) you all sign noncompete contracts that you cannot go across town to try to get a job at Burger King."". In Wisconsin, the stimulus paid for a bridge to a bar called Rusty's Backwater Saloon They've got great burgers, but no new jobs.",0.0,1.0
"""Covid-19 is NOT killing people. Weak immune systems and bad doctors are."". ""We have one of the lowest mortality rates in the world"" from COVID-19.",0.0,1.0
Workers who pick produce in Georgias fields can make $12 to $18 an hour. Farming is one of the fastest growing areas of our economy.,0.5,0.5
"Rigells car dealership made over $400,000 off the Cash for Clunkers bailout. Under the Cash for Clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.",0.5,0.5
Says that Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland. Hedge fund managers pay less in taxes than nurses and truck drivers.,0.5,0.5
"We are making the largest investment in education in our nations history. Says he has ""the most impressive education record"" of the Republican candidates.",1.0,0.0
"In 1790, the first Congress, which was packed with framers, required all ship owners to provide medical insurance for seamen; in 1798, Congress also required seamen to buy hospital insurance for themselves. In 1792, Congress enacted a law mandating that all able-bodied citizens obtain a firearm. Once the U.S. government signs a U.N. treaty on conventional arms, ""all U.S. citizens will be subject to those gun laws created by foreign governments."".",0.5,0.5
"Says Biden had to take a private plane to D.C. instead of a government plane ""because they know he's not a legitimate president"" and ""the military is now responsible for restoring legitimate civilian government."". ""I believe, without having definitive proof, that the military is in charge of our country ... because Joe Biden is an illegal president."".",0.0,1.0
Taxpayers subsidize 80 percent of each MARTA trip. 75 percent of the Obamacare tax falls on the middle class.,0.0,1.0
Says health insurance premiums will rise under Obamacare. Federal law requires that hospitals treat people whether or not they can pay. So someone (who) doesnt have health insurance -- they can go to the hospital and get free care.,0.5,0.5
"If the Trans-Pacific Partnership is fast-tracked through the Senate, it wont receive a committee assignment and the consideration will include no debate. ""The Senate Democrats have not provided one tax cut."".",0.0,1.0
"Says Alison Lundergan Grimes supports Obamacare, which cuts $700 billion from seniors Medicare. Obamacare includes a $700 billion cut from Medicare for seniors.",1.0,0.0
"Thousands of politicians from across Ohio along with their relatives, employees and friends are still eligible to serve on the proposed redistricting commission. #Business formation is still on the rise in Ohio! So far in 2011 weve assisted w/ 44,443 new business filings.",1.0,0.0
"An optional microchip for COVID-19 vaccines ""would give officials information on who has and has not been vaccinated"" and ""tracks the location of the patient."". Pictures and reports of ""empty hospitals"" prove COVID-19 spread is ""fake crisis for real government planned agendas."".",0.0,1.0
"(I) helped to invent a system that saved over a billion dollars on welfare. Says there is a report ""that showed that, should we move to cover more people to a Medicare for All system, we could actually save the system trillions over an extended period of time."".",1.0,0.0
"Since 2010, America has put more people back to work than Europe, Japan, and all advanced economies combined. Weve created more jobs in the United States than every other advanced economy combined since I came into office.",1.0,0.0
"Three presidents in the last century Harding, Kennedy and Reagan all cut taxes during recessions and produced ""rapid and dramatic economic recoveries,"" while two, Herbert Hoover and Barack Obama, did ""the opposite."". After Ronald Reagan cut taxes in 1981 the U.S. enjoyed exponential growth.",0.0,1.0
Says Rep. Justin Amash votes more with the Democrats than with the Republicans. U.S. Sen. Saxby Chambliss votes more with Democrats than with conservatives.,0.0,1.0
"Says a Congressional Budget Office report on spending by House Democrats in the economic stimulus concluded it ""is just not stimulus It won't help the economy grow"". Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy."".",0.0,1.0
"""With regard to hurricanes, the National Oceanic (and Atmospheric) Administration tells us that actually, as difficult as they are, there are no more hurricanes today than there were 100 years ago."". Of $60 billion Congress approved in response to Hurricane Sandy, only 10 percent was for disaster relief.",0.5,0.5
Says Charlie Crist voted against raising the minimum wage. Says Charlie Crist voted against minimum wage when he was in the Senate.,0.5,0.5
"The Canadians they (dropped) their tax rates to 15 percent. The average tax rate on businesses in the industrialized world is 25 percent. Says Canada has one-tenth of our populationyet it issues far more high-skilled visas (more than 150,000) yearly than we do (65,000).",1.0,0.0
"Says video shows Kyle Rittenhouse, the 17-year-old charged with killing two protesters in Kenosha, ""was trying to get away from them"" ... ""fell, and then they violently attacked him."". ""Woman set to testify against Clintons blown up in home explosion."".",0.0,1.0
"Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years. Says Matt Bevin has repeatedly failed to pay his taxes.",0.5,0.5
"Loretta Lynch, the new nominee for attorney general, was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe. Says Attorney General Loretta Lynch was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe.",0.0,1.0
